Time,Bar,Central_Column,Salad_Bar,Hot_Counter,Pizza_Counter
14/04/2022 19:36,398 ppm,367 ppm,358 ppm,361 ppm,576 ppm
14/04/2022 19:38,367 ppm,360 ppm,369 ppm,364 ppm,518 ppm
14/04/2022 19:40,367 ppm,362 ppm,418 ppm,362 ppm,501 ppm
14/04/2022 19:42,375 ppm,373 ppm,459 ppm,363 ppm,511 ppm
14/04/2022 19:44,364 ppm,362 ppm,508 ppm,359 ppm,521 ppm
14/04/2022 19:46,362 ppm,366 ppm,381 ppm,362 ppm,450 ppm
14/04/2022 19:48,358 ppm,358 ppm,357 ppm,365 ppm,360 ppm
14/04/2022 19:50,362 ppm,367 ppm,366 ppm,360 ppm,365 ppm
14/04/2022 19:52,368 ppm,364 ppm,365 ppm,360 ppm,362 ppm
14/04/2022 19:54,360 ppm,361 ppm,373 ppm,357 ppm,361 ppm
14/04/2022 19:56,364 ppm,364 ppm,372 ppm,362 ppm,364 ppm
14/04/2022 19:58,359 ppm,370 ppm,367 ppm,367 ppm,363 ppm
14/04/2022 20:00,361 ppm,372 ppm,366 ppm,364 ppm,363 ppm
14/04/2022 20:02,371 ppm,374 ppm,390 ppm,366 ppm,368 ppm
14/04/2022 20:04,365 ppm,358 ppm,405 ppm,363 ppm,363 ppm
14/04/2022 20:06,360 ppm,359 ppm,391 ppm,365 ppm,391 ppm
14/04/2022 20:08,362 ppm,367 ppm,390 ppm,363 ppm,358 ppm
14/04/2022 20:10,364 ppm,363 ppm,365 ppm,363 ppm,363 ppm
14/04/2022 20:12,362 ppm,364 ppm,367 ppm,361 ppm,365 ppm
14/04/2022 20:14,360 ppm,359 ppm,370 ppm,363 ppm,365 ppm
14/04/2022 20:16,366 ppm,365 ppm,374 ppm,361 ppm,370 ppm
14/04/2022 20:18,359 ppm,362 ppm,438 ppm,359 ppm,416 ppm
14/04/2022 20:20,367 ppm,357 ppm,418 ppm,357 ppm,414 ppm
14/04/2022 20:22,365 ppm,362 ppm,375 ppm,365 ppm,363 ppm
14/04/2022 20:24,365 ppm,366 ppm,363 ppm,359 ppm,398 ppm
14/04/2022 20:26,365 ppm,373 ppm,367 ppm,366 ppm,423 ppm
14/04/2022 20:28,365 ppm,366 ppm,364 ppm,357 ppm,359 ppm
14/04/2022 20:30,365 ppm,364 ppm,400 ppm,365 ppm,364 ppm
14/04/2022 20:32,365 ppm,357 ppm,434 ppm,363 ppm,362 ppm
14/04/2022 20:34,365 ppm,357 ppm,359 ppm,358 ppm,367 ppm
14/04/2022 20:36,365 ppm,366 ppm,385 ppm,366 ppm,366 ppm
14/04/2022 20:38,365 ppm,361 ppm,409 ppm,363 ppm,364 ppm
14/04/2022 20:40,365 ppm,364 ppm,365 ppm,363 ppm,395 ppm
14/04/2022 20:42,365 ppm,366 ppm,445 ppm,365 ppm,470 ppm
14/04/2022 20:44,365 ppm,356 ppm,447 ppm,364 ppm,533 ppm
14/04/2022 20:46,365 ppm,364 ppm,435 ppm,364 ppm,499 ppm
14/04/2022 20:48,365 ppm,360 ppm,406 ppm,359 ppm,463 ppm
14/04/2022 20:50,365 ppm,361 ppm,374 ppm,358 ppm,494 ppm
14/04/2022 20:52,365 ppm,358 ppm,371 ppm,363 ppm,417 ppm
14/04/2022 20:54,365 ppm,366 ppm,378 ppm,362 ppm,370 ppm
14/04/2022 20:56,365 ppm,362 ppm,367 ppm,362 ppm,366 ppm
14/04/2022 20:58,365 ppm,359 ppm,368 ppm,358 ppm,361 ppm
